timestamp,equity,cash,holdings,holdings_value
2025-07-14 01:40:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 01:41:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 01:42:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 01:43:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 01:44:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 01:45:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 01:46:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 01:47:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 01:48:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 01:49:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 01:50:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 01:51:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 01:52:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 01:53:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 01:54:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 01:55:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 01:56:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 01:57:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 01:58:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 01:59:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:00:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:01:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:02:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:03:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:04:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:05:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:06:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:07:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:08:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:09:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:10:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:11:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:12:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:13:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:14:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:15:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:16:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:17:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:18:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:19:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:20:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:21:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:22:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:23:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:24:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:25:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:26:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:27:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:28:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:29:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:30:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:31:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:32:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:33:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:34:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:35:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:36:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:37:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:38:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:39:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:40:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:41:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:42:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:43:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:44:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:45:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:46:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:47:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:48:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:49:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:50:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:51:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:52:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:53:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:54:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:55:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:56:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:57:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:58:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 02:59:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:00:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:01:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:02:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:03:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:04:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:05:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:06:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:07:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:08:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:09:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:10:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:11:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:12:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:13:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:14:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:15:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:16:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:17:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:18:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:19:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:20:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:21:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:22:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:23:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:24:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:25:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:26:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:27:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:28:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:29:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:30:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:31:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:32:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:33:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:34:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:35:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:36:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:37:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:38:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:39:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:40:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:41:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:42:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:43:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:44:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:45:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:46:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:47:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:48:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:49:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:50:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:51:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:52:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:53:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:54:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:55:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:56:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:57:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:58:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 03:59:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:00:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:01:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:02:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:03:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:04:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:05:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:06:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:07:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:08:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:09:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:10:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:11:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:12:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:13:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:14:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:15:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:16:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:17:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:18:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:19:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:20:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:21:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:22:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:23:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:24:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:25:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:26:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:27:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:28:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:29:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:30:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:31:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:32:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:33:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:34:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:35:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:36:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:37:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:38:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:39:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:40:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:41:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:42:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:43:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:44:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:45:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:46:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:47:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:48:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:49:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:50:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:51:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:52:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:53:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:54:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:55:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:56:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:57:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:58:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 04:59:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:00:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:01:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:02:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:03:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:04:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:05:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:06:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:07:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:08:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:09:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:10:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:11:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:12:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:13:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:14:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:15:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:16:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:17:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:18:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:19:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:20:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:21:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:22:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:23:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:24:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:25:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:26:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:27:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:28:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:29:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:30:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:31:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:32:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:33:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:34:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:35:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:36:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:37:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:38:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:39:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:40:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:41:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:42:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:43:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:44:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:45:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:46:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:47:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:48:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:49:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:50:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:51:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:52:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:53:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:54:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:55:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:56:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:57:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:58:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 05:59:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 06:00:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 06:01:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 06:02:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 06:03:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 06:04:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 06:05:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 06:06:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 06:07:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 06:08:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 06:09:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 06:10:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 06:11:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 06:12:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 06:13:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 06:14:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 06:15:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 06:16:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 06:17:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 06:18:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 06:19:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 06:20:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 06:21:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 06:22:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 06:23:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
2025-07-14 06:24:00+00:00,115531.59945099812,115531.59945099812,0.0,0.0
